,MRF.NS,MRF.NS,MRF.NS,MRF.NS,MRF.NS,LTF.NS,LTF.NS,LTF.NS,LTF.NS,LTF.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-05-27,130407.07904985538,132401.07108425684,129760.02863469212,130560.3671875,16733.0,154.19449655644377,154.34009449453814,151.71922792770377,153.56353759765625,2337095,423.0394270324544,424.69269643477776,413.4116391115497,417.0098876953125,693294
2024-05-28,130905.57510121338,131103.18282448058,128612.48429593699,128721.359375,5327.0,153.5635534448401,154.5342459632166,150.50587793659116,152.20458984375,2025656,416.4709023657151,422.05652407714547,411.57124469082436,416.6669006347656,673587
2024-05-29,129110.98505297073,129310.33752349713,127535.73133572213,127762.8984375,5173.0,152.20458336738042,154.3401038546229,151.23389089030732,153.0296630859375,1738865,412.5511762258025,418.96971581785454,410.68931229037145,416.6669006347656,607832
2024-05-30,127615.48959896645,127617.98208899768,124674.35136211527,125089.1484375,8549.0,153.029676590912,153.029676590912,147.78794267676733,148.66156005859375,6928838,417.05887652357086,419.3127071419853,411.5712538248782,414.90301513671875,1137769
2024-05-31,125721.19494754108,126518.74500921452,124651.9634772776,125054.703125,14691.0,149.48665262465641,152.156057135811,147.8850158426008,148.46742248535156,7196801,418.4307810982742,440.47924146059546,409.12143116751633,433.6197204589844,1793712
2024-06-03,128512.78949061147,128512.78949061147,126319.54619532709,126588.984375,17642.0,152.39872544679733,155.50493854454095,151.67070605772025,155.01959228515625,5183145,445.86886334796844,448.80865805136165,432.1988060151348,440.1852722167969,1229433
2024-06-04,126618.49398953191,126618.49398953191,115998.3444390658,121537.0078125,19731.0,155.31080011630803,155.31080011630803,140.36214152975023,144.97293090820312,12468536,446.8487821178447,446.8487821178447,387.6119085789834,425.6332702636719,3533710
2024-06-05,122780.05771103966,127942.85351852485,121650.35998277152,127575.3125,9992.0,146.96284195579716,153.27234335092808,143.6624933045195,152.2531280517578,5258202,428.91604297111815,430.9248906470998,411.71822666338187,425.6822509765625,927507
2024-06-06,128113.98827320228,128311.04297829249,125555.24472798848,125753.1484375,10281.0,152.932617757482,157.25219674272589,151.9133875940531,154.38865661621094,6006701,430.9249134536943,452.43442365408646,429.84698273179316,449.49462890625,1429598
2024-06-07,125753.15287664189,127067.14694015394,125423.59894697352,126898.109375,7440.0,155.4078793693524,164.8721314998082,153.41795672832268,163.51315307617188,14435252,452.38540561578327,464.48756654800906,451.74845607306366,455.6681823730469,1341680
2024-06-10,127813.89739209818,127814.89438815425,125670.75311216411,126581.90625,14250.0,166.66790163643216,166.66790163643216,159.67891850025904,160.50401306152344,8596119,460.5678128191709,469.0932289759634,458.8039480512798,465.0264892578125,740621
2024-06-11,126588.58260361476,127116.99048563348,125676.33126012962,125879.6171875,4595.0,163.70729686360346,164.32853951919472,159.77600378378008,160.06719970703125,6986709,468.2112935634113,477.2266759960281,466.8884098641243,473.2579650878906,1005985
2024-06-12,126020.30453254367,126518.80257262493,125452.06350104228,125698.7265625,5185.0,160.94082237952608,166.64848431110033,160.36811734892734,165.6195526123047,13051066,474.7768217993508,484.87010450093555,474.2868560389799,480.95037841796875,777453
2024-06-13,125722.6452955684,126384.49486386956,125473.09252149223,125700.859375,2995.0,169.9682604326039,173.92867274616148,169.87118525924757,170.71568298339844,47333091,488.00590937562896,492.3176021922978,475.4627975625674,477.5206298828125,781727
2024-06-14,125700.26093759428,125946.51895400927,125010.33969322515,125203.4609375,5958.0,172.78326545310057,178.37444893558953,171.5310786419174,176.5398406982422,37292621,479.0395558494962,484.0861974737106,462.03773706245863,463.8506164550781,739992
2024-06-18,125203.45981760407,125950.4590773149,125203.45981760407,125470.15625,3439.0,178.13429339632867,179.27597917069153,176.26426312919344,176.83511352539062,17532848,467.32935506609795,475.6587733275795,458.4119718874842,459.44091796875,801075
2024-06-19,125521.79871247211,125818.85679175728,124375.25329134945,124573.40625,3973.0,178.57719347130248,178.57719347130248,171.29394364309866,173.42971801757812,15781172,462.3316975111341,470.3671482558941,449.1516359874632,452.0914306640625,1422201
2024-06-20,124823.90157898283,126319.39560748501,124241.0094142799,125921.7421875,6497.0,173.4297074517409,181.0967876696019,172.4454857796235,180.75230407714844,17882695,451.16049914026354,460.2738808922696,447.63273942674954,451.0625,871291
2024-06-21,125920.60455084265,126718.2014126057,124624.50965047767,124912.9375,7878.0,181.98258470918455,183.75418675708235,178.74450195282975,180.1519317626953,21084054,452.82637641658664,476.49171742975676,446.21183843684196,463.1646423339844,3337006
2024-06-24,125316.42557024659,125964.87026437657,124126.0122479649,124869.0703125,9053.0,181.09678904383242,181.09678904383242,174.69934812652312,177.66184997558594,12574066,466.6434181036252,474.87483717843384,457.62803584232097,459.8818664550781,763470
2024-06-25,125621.5011475844,127386.1841398957,125083.41926872295,126573.484375,6690.0,177.9965003309609,183.38019422773604,176.17568417998874,182.5829620361328,14289052,462.9196487742524,468.94622170250733,457.04005959446476,466.9863586425781,393259
2024-06-26,127097.05495860278,127097.05495860278,125422.60011232906,125549.171875,5775.0,183.06523037613238,184.83683238337852,178.34096336281956,178.84292602539062,12469345,469.0932582080787,479.7254919020363,467.7213300751849,475.2668151855469,1521055
2024-06-27,125549.16809321471,125775.48618708475,124425.14856230203,124834.8671875,6984.0,178.88229707176117,181.27394863550975,175.8607291917976,176.43157958984375,16858870,478.8925476074219,482.910242930593,470.36713138894254,478.8925476074219,1981178
2024-06-28,125133.9694708834,130444.36759907842,125023.25617670131,129070.2578125,21408.0,179.128352973013,180.00430970276415,177.1599095337491,178.3114471435547,9520773,481.14638915610965,486.0460468868236,477.22666297153853,483.64520263671875,686296
2024-07-01,129211.17919215896,130107.97708787191,127317.88380143199,129278.4296875,11010.0,180.75231329654352,188.62608707508994,180.07321292329047,187.10055541992188,24853967,488.0059212191642,513.4841420057069,488.0059212191642,499.0301513671875,1083482
2024-07-02,129380.16883065872,129569.5513334129,127740.21169454839,128300.5234375,6210.0,189.26582891420904,191.18505815462615,183.5081261749269,184.27581787109375,15387882,499.7651144596551,504.6647724445537,495.84538807173624,498.83416748046875,551678
2024-07-03,128834.31031734003,128936.54913732746,127615.48275741086,128540.59375,6825.0,185.82105390642596,187.98633857223822,183.66560605080173,185.72262573242188,10137481,502.4109252550758,508.38848387648403,497.07028626464734,501.92095947265625,1648341
2024-07-04,128587.55640403798,128762.03070037995,127446.04274215842,128131.78125,4989.0,190.93901428790048,191.13585562892087,184.87620486907048,185.2797393798828,13615915,504.3707593675798,505.2036772256636,496.0903261590192,497.8052062988281,402894
2024-07-05,128113.98775116575,130257.52918046541,127814.88894707743,128563.6796875,7882.0,185.0336766795153,187.54344497850857,181.93338438066138,186.91354370117188,7736157,498.2952111096177,512.9941848886624,497.07029662803063,509.9564208984375,1049443
2024-07-08,128785.96156892004,130836.28384713767,127674.26429244572,128384.2734375,20120.0,187.01195973327088,187.5729733106942,182.24833031156584,183.04554748535156,4460806,510.3483266312723,512.7981554455644,491.04369351773283,501.77392578125,909702
