,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2010-09-13,199.01836731686072,203.83002491741476,197.6567682651416,203.2157745361328,27474309.0,311.73352198240497,318.0479816459532,311.5009915653016,314.73870849609375,2349410.0,247.232786896625,251.9379091386023,246.54840547961012,251.24496459960938,6650488,99.49900077511506,101.48447284725019,99.40614294452234,100.92951202392578,14595580
2010-09-14,203.83000933744785,205.36564200723933,201.54704172227122,202.32508850097656,19472955.0,315.90150499535974,321.62565457624964,314.93555038640505,320.31982421875,3071038.0,252.41697223809285,256.6430189288564,252.36563528004214,254.5556640625,9767144,101.08648890417955,103.91655406048068,101.08648890417955,103.21788024902344,32697460
2010-09-15,202.4991278079907,208.58024865615937,202.4991278079907,207.59744262695312,33554695.0,321.98333502690105,328.9238734273934,321.62557576576006,327.2781677246094,5560394.0,254.50435030293954,261.77590316873784,253.99106421829498,261.16424560546875,14344648,103.43012494184127,105.42001623890675,103.29967732205581,105.04193878173828,25503160
2010-09-16,207.22887233633284,207.89432269888732,204.1780816832824,204.8230438232422,18540979.0,324.8455281626728,326.79532121761343,309.2829945998135,320.3377685546875,2334264.0,259.3848585627682,259.3848585627682,253.07143532801416,253.7301483154297,7088984,105.053011338661,106.79084672360614,104.15313653881711,105.91971588134766,25534780
2010-09-17,205.7751489840906,211.18059572131062,205.7751489840906,210.35134887695312,31955142.0,322.0191940662045,328.6914149239174,322.0191940662045,326.9205017089844,3007978.0,253.73021187220172,257.71246172343564,253.1698702264242,254.08950805664062,8616488,105.9197263926504,107.2772780039803,105.5527011043828,106.15409088134766,21503140
2010-09-20,210.6891904109026,213.75021847193295,209.07164585140814,213.2281036376953,30419766.0,328.06523167868124,329.8182607349851,324.3803157772768,326.3658752441406,2419108.0,254.5043433127819,258.1828934850339,254.5043433127819,257.3787536621094,5025976,106.2690551952392,109.22072224159359,105.96393741354854,108.17050170898438,15095460
2010-09-21,213.3509274201614,214.68181438723607,209.88039496346744,211.94837951660156,21351925.0,326.27641967438916,342.73334435094824,325.6682246126426,341.284423828125,4997184.0,257.9262641858385,262.2036483348574,256.35219517326544,261.70318603515625,9223912,108.56406993165335,110.31075809535287,108.56406993165335,109.25611114501953,32710780
2010-09-22,211.71294138532767,213.6990279057469,207.82266656505456,208.85665893554688,25872625.0,342.01795885646385,343.4489963412189,332.71621520555584,334.5944519042969,4031066.0,261.8186929583618,262.0239990504606,256.16826412189204,257.86639404296875,10806440,109.22294787527666,110.10734421434772,108.35181694149897,109.73810577392578,25049020
2010-09-23,208.8566548364255,209.66541341656261,203.93237407437906,204.2702178955078,23030491.0,336.2938155889567,338.18993592669324,331.92914680668605,333.1991882324219,3327236.0,257.075007021529,259.61576841717573,254.33748182526915,258.6020202636719,11181376,109.29148323433948,109.74694678909216,108.47784025763646,108.95098876953125,12380340
2010-09-24,204.751389567462,206.5941542194338,203.13385869211638,205.0892333984375,22669074.0,333.8251368295283,335.54239864365604,330.92729573099706,333.4137268066406,2738784.0,258.60204859809386,261.6646594241046,256.09977919921977,260.8434143066406,8791520,106.48793588980506,110.6379626042465,106.48793588980506,110.3394775390625,27910620
2010-09-27,206.3894051311793,208.82594551409827,205.79561570074333,206.83985900878906,16465376.0,334.5048794239797,336.8124308203393,329.8540094426837,331.8574523925781,3423290.0,261.348144310725,261.775882681119,258.6405687803961,259.431884765625,7210320,110.5495413633984,111.02711619177731,107.61776536727035,107.82781219482422,16677440
