,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-03-26,1285.8643858858131,1288.6532960847499,1263.7028966635362,1267.98583984375,12074747,1579.2627320763197,1590.6749935166006,1549.1537869998338,1553.475830078125,6651302,900.3302775382388,901.5636066855513,888.9836493829623,891.2283325195312,24478442
2025-03-27,1273.0655062272906,1279.8882324099652,1266.242780044616,1273.115234375,15028056,1549.688079270318,1573.3866387891755,1540.4125339270274,1557.4581298828125,9426573,887.9969842041877,908.2235821777275,887.0596420099644,900.5029296875,41658100
2025-03-28,1274.9081198538831,1290.5954658598978,1263.9518781988888,1270.027587890625,18147129,1544.2975705237486,1552.504639118573,1515.1598805138667,1525.5037841796875,6799047,902.3036249715724,905.7569466636451,890.8829847599874,901.908935546875,28773648
2025-04-01,1259.5693287834792,1272.8164693011493,1244.330265958221,1247.6170654296875,12099648,1495.0061979771754,1502.92196020728,1474.2212903040318,1482.6226806640625,12680733,888.9836405685396,892.8809726796349,870.9030234039785,872.1363525390625,28511006
2025-04-02,1242.5873186806543,1250.5554948342144,1238.9518139936486,1246.1729736328125,10142590,1491.0726643663595,1510.9349273715397,1491.0726643663595,1505.593017578125,6193478,873.5423260418547,887.602278026219,873.5423260418547,886.4676513671875,11573564
2025-04-03,1228.145018441354,1246.8204315907722,1228.145018441354,1243.732666015625,7434366,1490.5385603678294,1490.5385603678294,1442.3642697947264,1453.485107421875,10459504,878.6729886492828,889.9702954640933,876.6503409310941,885.456298828125,11250038
2025-04-04,1236.1628160172713,1240.4954871764826,1188.4036122186155,1199.9075927734375,17908652,1418.5199114659142,1429.6893595876932,1406.3792069857197,1409.92431640625,9590254,894.4102660639704,908.6921929973271,893.4729239008652,896.5316162109375,33540454
2025-04-07,1127.6960086529814,1166.590714623955,1110.415052053189,1161.062744140625,22156106,1313.1385736419368,1365.489314158466,1269.4320382766355,1356.602294921875,21715252,869.6450067324856,878.0562747489253,857.5090006629878,867.1289672851562,37995450
2025-04-08,1167.3378163352843,1191.8399338970503,1158.6724733291408,1177.4971923828125,19555040,1389.8677955834949,1414.6348317731379,1374.3276944448953,1387.7310791015625,12805001,870.730371547347,879.1170096868965,863.4784203033727,872.7777099609375,35563872
2025-04-09,1164.8477193030515,1185.0670143686195,1163.3536863154889,1180.6346435546875,10223104,1364.663707842691,1368.9371407012397,1342.1791008495861,1363.3524169921875,8546854,870.7303466796875,875.6636630914704,865.0570328061372,870.7303466796875,22454608
2025-04-11,1190.3957018139643,1217.786306450343,1190.3957018139643,1214.1009521484375,11224242,1370.6854425398662,1397.4436008179698,1356.893650613513,1368.9371337890625,12567440,875.540352413462,897.567622795633,875.540352413462,891.3269653320312,32775766
2025-04-15,1246.0235343416643,1246.0235343416643,1232.1788040875913,1235.1668701171875,13378535,1404.0480742507405,1406.087688754894,1368.5001176189407,1385.011474609375,10178530,920.0634812745557,925.8848185421238,915.1301650210728,920.01416015625,49298344
2025-04-16,1229.1907298200806,1235.9637280756608,1224.1110419207541,1234.3701171875,8248464,1384.0401507759727,1386.4682913913693,1356.6507720589223,1372.482177734375,12022740,929.3381542000717,929.3381542000717,917.8435030643678,926.476806640625,19136820
2025-04-17,1235.266450081142,1275.1073305428426,1222.7165970526498,1269.4300537109375,15398401,1357.8163531049115,1388.7023519091767,1338.6826507754836,1378.6983642578125,14264227,928.4501090482869,947.0486870380013,925.8354273732423,940.6353759765625,35703084
2025-04-21,1264.947875835223,1295.7249783909904,1261.9598099867933,1290.346435546875,10429964,1369.4714582615436,1429.4951483248678,1369.4714582615436,1409.29296875,15648970,949.170085798879,962.3420166432835,942.2634427629204,950.6994018554688,34247298
2025-04-22,1294.8286411452223,1298.713151385602,1281.1831879455033,1286.0635986328125,13051707,1398.6091260339042,1398.6091260339042,1378.5041672717928,1381.903564453125,9399738,954.5967457498784,972.1593405008402,954.5967457498784,967.7686767578125,45961750
2025-04-23,1291.840547250601,1300.8047453425481,1280.286716249035,1294.82861328125,10480888,1404.4366498623076,1445.0352117850275,1398.2205856526791,1432.5059814453125,11136642,976.2540297557508,976.2540297557508,947.4434488933124,949.1207885742188,30570642
2025-04-24,1287.2588872304611,1299.3107293954529,1285.1672652984741,1296.4222412109375,10468940,1427.6496829084983,1440.2760150192205,1419.4911061400271,1429.1065673828125,7114292,942.2634238174406,949.1207455952106,939.8460867592294,945.6181030273438,25931754
2025-04-25,1298.3146947064158,1319.928323767296,1282.9759313802824,1295.22705078125,14431012,1433.0887071514799,1458.535575435,1421.4336312546193,1437.653564453125,8329979,949.5647662059754,953.6100615716746,933.2848220611925,942.8554077148438,18500878
2025-04-28,1334.669497851195,1369.1318351951852,1314.9482133535364,1363.35498046875,31104496,1437.6534907325017,1446.7833234291916,1423.1818670852326,1439.4989013671875,5886253,942.8554253066497,951.982060830828,941.4741328194633,947.29541015625,13920492
2025-04-29,1365.5461749701867,1405.2874774645995,1364.5501529607263,1394.1319580078125,32538970,1439.4018262859975,1466.4027986571466,1431.7288778586658,1454.456298828125,8056743,946.6048254524144,951.5381421157663,937.4288082816594,941.6715087890625,18918308
2025-04-30,1396.4228227174156,1406.7814756764847,1363.5540972183608,1399.410888671875,25480745,1453.7764926957282,1465.431568419441,1439.984581952398,1456.9815673828125,7704183,943.7434115323153,955.5340495753018,942.4114402150566,949.6633911132812,31936870
2025-05-02,1408.3751233126775,1421.024554216323,1403.4945911426703,1414.152099609375,13007841,1456.5930649551544,1479.4175886205041,1453.1936678135066,1463.586181640625,7402310,952.0314262519853,958.0007270723939,947.1967520748111,948.1340942382812,17840404
2025-05-05,1425.3074680112338,1433.773654928142,1421.2238021682567,1425.6063232421875,12685649,1471.4532464465005,1479.2232965927526,1459.6039673980883,1465.2371826171875,4282493,956.5700467268101,962.9833580251333,953.2647488384409,955.4847412109375,15068024
2025-05-06,1425.3074785225756,1426.3035005201455,1404.9886054552057,1415.2476806640625,14084117,1462.7120452184295,1472.0360823521305,1456.0103527730441,1468.053955078125,4270530,952.1300492793257,957.112686715781,949.3180830668039,952.9686889648438,17490156
2025-05-07,1415.2476117092147,1418.733688530858,1397.1199392858432,1400.4068603515625,13440169,1456.8844481471906,1475.1441139885928,1453.5821530190785,1464.9459228515625,5691799,954.1033540161453,961.3553047488027,948.3807192627594,959.8259887695312,21420778
2025-05-08,1398.51446598441,1415.1481063364454,1392.438756100913,1401.4029541015625,16106175,1464.654491996011,1472.910170498641,1458.0499017692832,1467.956787109375,8424409,964.364722012384,964.364722012384,946.752746184645,951.3900756835938,34803430
2025-05-09,1379.9884666950659,1389.251519832932,1369.032224808638,1371.721435546875,13668904,1457.5642989506216,1467.9568126185206,1451.1540310083215,1464.2659912109375,4478653,942.3127568324845,946.7034204881495,930.8181657127636,932.248779296875,17188796
2025-05-12,1394.430721507353,1433.275577320772,1394.430721507353,1430.7855224609375,10674081,1492.8209942326298,1585.0903465111594,1487.96471253376,1580.136962890625,11372857,946.0127244576516,966.8806765571811,943.3981029435623,965.5486450195312,18618972
2025-05-13,1427.7974767909468,1441.9409399606418,1406.7814377941193,1410.0682373046875,11407896,1562.7513505672503,1565.859323230766,1519.627548132014,1523.5125732421875,12846210,961.9967305905121,967.7686868855955,947.1967808891196,948.4794311523438,24242102
2025-05-14,1414.3512435205853,1424.2118856620737,1409.8691445094285,1418.7337646484375,5570160,1528.75740058924,1549.1537826809642,1524.3867472838704,1546.6285400390625,4870057,948.2327622761527,952.2287366384547,938.8101397074491,942.5594482421875,15445308
2025-05-15,1419.3313670179805,1455.5865925696291,1407.0802476372012,1448.4151611328125,20177211,1544.1033749720434,1572.075486394776,1525.843708376521,1566.636474609375,11151167,943.9901042439285,959.4314088460198,935.85013208818,954.0047607421875,32241458
2025-05-16,1447.4191020051853,1455.1881221330052,1441.542669553187,1450.6064453125,9036695,1566.2479103864578,1566.2479103864578,1536.0418626920532,1544.200439453125,4576751,954.0047801554118,958.9380967138302,951.340777169636,954.44873046875,15868010
2025-05-19,1446.3234565863577,1448.81351147394,1432.4787270944578,1435.0684814453125,6195791,1531.1856318206726,1539.4413107743521,1510.9834523682187,1514.9656982421875,8855798,955.5834183781088,959.5300716290252,952.6234284399217,956.4220581054688,10202964
