,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2026-01-21,3100.0,3138.5,3082.0,3122.60009765625,2015150,319.3080504008492,322.54029785029536,317.6919266761261,318.0837097167969,14177965,1367.5,1371.5,1339.5,1349.0,21766068
2026-01-22,3150.0,3160.0,3122.300048828125,3150.39990234375,2269827,319.4060118581559,321.9526465247838,314.4596574325432,318.1816711425781,18622852,1355.0999755859375,1358.0,1338.0,1345.5,17179765
2026-01-23,3190.300048828125,3194.5,3152.0,3162.5,2068857,318.86727355776696,319.69983119529894,316.0758007306446,316.76141357421875,11950089,1340.5,1355.199951171875,1335.699951171875,1343.4000244140625,14056524
2026-01-27,3175.0,3175.0,3130.0,3158.0,4279874,316.95731824004827,318.034744006556,311.32535116493864,312.1089172363281,47847784,1340.0,1369.0999755859375,1328.5999755859375,1361.4000244140625,25263634
2026-01-28,3176.0,3205.199951171875,3170.60009765625,3200.10009765625,2751234,313.38226801086364,317.0552902337236,312.7945784769798,314.5576171875,28400238,1362.5999755859375,1380.4000244140625,1362.5999755859375,1367.699951171875,13242696
2026-01-29,3200.10009765625,3200.10009765625,3125.60009765625,3144.39990234375,2457641,315.97785732428986,315.97785732428986,311.52123919238704,312.0599670410156,17719420,1359.0,1387.699951171875,1354.4000244140625,1383.5999755859375,23118234
2026-01-30,3141.0,3141.0,3092.0,3123.89990234375,3022068,312.25583980702623,318.4754965339916,309.95410320661756,315.5370788574219,41975824,1368.199951171875,1381.9000244140625,1353.199951171875,1355.0,24013717
2026-02-02,3198.0,3198.0,3134.0,3169.60009765625,2636272,303.09778990932085,308.92563359629287,295.8007075190383,308.2400207519531,35227572,1329.9000244140625,1354.4000244140625,1329.0999755859375,1352.800048828125,12800245
2026-02-03,3350.0,3350.0,3186.300048828125,3225.300048828125,4366060,314.60661217674976,318.08372796245794,305.2036692056378,310.1499938964844,33168353,1412.0,1417.0,1373.4000244140625,1389.699951171875,24896698
2026-02-04,3120.0,3120.0,2986.0,2999.10009765625,10852595,312.5,314.95001220703125,311.3500061035156,313.8500061035156,11196759,1387.0,1414.0,1386.9000244140625,1408.4000244140625,11080683
2026-02-05,2990.0,3029.699951171875,2972.300048828125,2991.5,3521545,313.95001220703125,315.3500061035156,309.29998779296875,310.20001220703125,15816704,1414.0,1414.0,1393.199951171875,1396.5,8982761
2026-02-06,2976.60009765625,2985.0,2916.0,2941.60009765625,4687389,310.0,327.70001220703125,308.29998779296875,325.79998779296875,68057745,1396.699951171875,1410.5,1394.699951171875,1406.0999755859375,10851190
2026-02-09,2959.10009765625,2977.0,2937.5,2956.300048828125,1177078,327.95001220703125,328.70001220703125,321.6499938964844,323.3999938964844,11956157,1413.5,1414.0,1393.800048828125,1395.4000244140625,2506227
