,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2026-01-21,319.3080504008492,322.54029785029536,317.6919266761261,318.0837097167969,14177965,925.0,932.1500244140625,915.5,920.3499755859375,32766854,1367.5,1371.5,1339.5,1349.0,21766068
2026-01-22,319.4060118581559,321.9526465247838,314.4596574325432,318.1816711425781,18622852,928.0,928.2999877929688,913.2000122070312,918.7000122070312,44444755,1355.0999755859375,1358.0,1338.0,1345.5,17179765
2026-01-23,318.86727355776696,319.69983119529894,316.0758007306446,316.76141357421875,11950089,920.0,926.0999755859375,909.25,916.0999755859375,30985247,1340.5,1355.199951171875,1335.699951171875,1343.4000244140625,14056524
2026-01-27,316.95731824004827,318.034744006556,311.32535116493864,312.1089172363281,47847784,906.0,931.2000122070312,905.0,926.4000244140625,44753093,1340.0,1369.0999755859375,1328.5999755859375,1361.4000244140625,25263634
2026-01-28,313.38226801086364,317.0552902337236,312.7945784769798,314.5576171875,28400238,932.5,941.4500122070312,928.4000244140625,932.7000122070312,35347138,1362.5999755859375,1380.4000244140625,1362.5999755859375,1367.699951171875,13242696
2026-01-29,315.97785732428986,315.97785732428986,311.52123919238704,312.0599670410156,17719420,930.0999755859375,939.2999877929688,924.3499755859375,935.5,37175628,1359.0,1387.699951171875,1354.4000244140625,1383.5999755859375,23118234
2026-01-30,312.25583980702623,318.4754965339916,309.95410320661756,315.5370788574219,41975824,930.0,938.9000244140625,927.75,929.25,29691233,1368.199951171875,1381.9000244140625,1353.199951171875,1355.0,24013717
2026-02-02,303.09778990932085,308.92563359629287,295.8007075190383,308.2400207519531,35227572,915.0,929.7999877929688,909.2999877929688,928.0999755859375,28032106,1329.9000244140625,1354.4000244140625,1329.0999755859375,1352.800048828125,12800245
2026-02-03,314.60661217674976,318.08372796245794,305.2036692056378,310.1499938964844,33168353,983.75,994.0,945.0,948.7000122070312,50336968,1412.0,1417.0,1373.4000244140625,1389.699951171875,24896698
2026-02-04,312.5,314.95001220703125,311.3500061035156,313.8500061035156,11196759,952.5,957.2000122070312,947.9500122070312,953.0999755859375,24366770,1387.0,1414.0,1386.9000244140625,1408.4000244140625,11080683
2026-02-05,313.95001220703125,315.3500061035156,309.29998779296875,310.20001220703125,15816704,956.0,956.0499877929688,946.7000122070312,949.7000122070312,28103169,1414.0,1414.0,1393.199951171875,1396.5,8982761
2026-02-06,310.0,327.70001220703125,308.29998779296875,325.79998779296875,68057745,945.0,948.0999755859375,937.5999755859375,941.0999755859375,18120272,1396.699951171875,1410.5,1394.699951171875,1406.0999755859375,10851190
