,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-03-01,373.7165084349587,377.60080788230704,372.43696836540437,374.2648620605469,12873024,3851.776300908435,3882.5363087877504,3832.6448252006635,3839.725341796875,2043265,1571.3382798848747,1574.115614336737,1554.391551881323,1557.875,6387291
2024-03-04,376.7782716984024,377.41804174801575,373.30523014822865,373.8992919921875,7103794,3849.7131636292625,3861.810830830789,3822.422778973925,3826.92431640625,1749271,1560.8406106080845,1567.0543875331723,1538.0567235736469,1541.39892578125,4445156
2024-03-05,374.40200610495873,376.0014458816055,369.19245771005683,371.2031555175781,10108373,3809.386993519725,3811.2626148853183,3732.4865175304053,3762.59033203125,2070859,1538.386193843857,1541.5401450012134,1508.2586796437324,1512.495361328125,4596579
2024-03-06,371.5230344989099,374.67617670129044,366.22209894227285,372.7568664550781,11534613,3745.662745858388,3818.765041667535,3712.2765944807757,3811.5439453125,1744204,1509.0119027331223,1525.3466412368123,1483.7800637991031,1522.8988037109375,6420684
2024-03-07,372.7568522385688,379.24594026182575,368.91823189254467,377.9664001464844,23907135,3812.2002319116023,3867.5310593858417,3786.5979557802916,3853.0888671875,2688905,1522.004404894455,1533.1609775234701,1510.3299696204092,1521.8631591796875,6348359
2024-03-11,380.93680290963096,382.3077305995477,372.89398271438637,374.17352294921875,18298683,3834.70805162123,3894.7279379757806,3834.70805162123,3865.984130859375,2304068,1514.0489306330928,1519.3683431830998,1495.0779873422402,1506.940673828125,6752895
2024-03-12,371.52301600748615,371.52301600748615,364.9882198540191,369.6494140625,36226074,3865.983989585085,3966.8925114142617,3864.764560938834,3931.536865234375,4039801,1506.375809923436,1529.9129319534898,1504.1633434380817,1518.5679931640625,4614222
2024-03-13,397.5708009908885,400.31265639826904,384.9125231468841,386.10064697265625,105525827,3943.4937138349414,3977.2548966406625,3874.9396649435876,3890.976318359375,2837260,1518.5208697901078,1529.4420705773052,1505.0105857809417,1517.108642578125,5688997
2024-03-14,385.6436791824383,388.88820903370987,382.03354157679445,383.54156494140625,31949569,3895.1495334831993,3962.249697261222,3831.894026747776,3945.931884765625,2919608,1519.9331026141767,1560.746446205705,1513.9075768353332,1556.556884765625,8803799
2024-03-15,381.3023425789304,391.67573009307705,379.5201280750981,383.0388488769531,76074975,3931.865103264559,3975.3794267322946,3917.2351652419898,3956.857666015625,3373143,1545.0706272548478,1549.4956746136215,1523.6518488178438,1538.3861083984375,11809997
2024-03-18,382.94748912903253,384.5012206480152,381.028178834862,381.5308532714844,16547358,3953.106656161222,3990.1501797762785,3861.7639831846413,3894.259033203125,1526904,1534.6203153666463,1537.1152732206572,1505.2930391151203,1508.8707275390625,4958904
2024-03-19,382.0335283428739,383.4501642027759,373.5337421493741,374.31060791015625,21803126,3799.3056461900082,3805.6358684946754,3719.9200610190014,3729.95458984375,8931209,1499.173324716635,1505.4342217324486,1466.8333442521293,1470.0814208984375,6870411
2024-03-20,374.72187897781316,380.79968017832465,374.3105920102969,379.9314270019531,20364534,3738.113425638154,3768.123367840969,3713.9178639455963,3723.952392578125,1817913,1471.540913554951,1482.7916122525826,1461.5140762832607,1463.9619140625,4759059
2024-03-21,382.9475002347579,385.68935561113886,380.3884197683155,385.00390625,19968509,3741.9116546616547,3759.120343748554,3702.476668668117,3725.875,3829582,1472.4824182469645,1484.6746020178996,1453.0878518360887,1463.7265625,11062497
2024-03-22,385.00386453329577,392.68107613485364,385.00386453329577,391.721435546875,40358503,3654.6483605203457,3693.098599879169,3615.260310445454,3667.683837890625,5852485,1431.9983895472183,1439.4361424981196,1410.5324900051585,1420.559326171875,14673890
2024-03-26,388.93390016963383,392.26984629600133,388.93390016963383,390.85321044921875,10669833,3634.016801156512,3701.2577888212077,3630.687527069717,3636.361328125,3440925,1404.6952628966692,1419.2411564778474,1400.8351983634532,1405.3072509765625,8351081
2024-03-27,390.2591342548215,391.99566969637203,389.7564598031415,391.173095703125,12698464,3646.6769913107573,3652.772761001774,3591.252286075508,3602.037109375,1968575,1408.4612802603947,1411.2857346994197,1394.8568706833632,1397.022216796875,6857402
2024-03-28,391.1730814271391,395.9713426482272,390.2591200121909,391.49298095703125,29009002,3610.6650016041267,3671.5288233376846,3601.661927465741,3635.235595703125,4311783,1400.129150066849,1423.3367734843898,1400.129150066849,1410.391357421875,12499530
2024-04-01,392.17842745488764,394.23483338215703,389.11667266822633,389.9849548339844,9743648,3655.304582916496,3688.6907341711717,3646.254801582969,3673.169921875,1569676,1435.7644049013911,1440.4247089660325,1405.4486385196594,1407.9434814453125,6580002
2024-04-02,391.8128283117568,391.8128283117568,388.06562438812233,389.20806884765625,9194659,3648.0836677291272,3666.6993019354495,3632.140885633653,3642.269287109375,2142666,1397.9637802788536,1405.7781506375063,1394.1978408148962,1396.080810546875,7279400
2024-04-03,389.3451696321282,391.9042498897617,384.77539173375715,388.6139831542969,13152268,3611.5088559037185,3733.4242418469757,3611.5088559037185,3701.820068359375,3973090,1392.4560485461666,1407.613931160152,1388.690109266799,1394.009521484375,8736248
2024-04-04,388.9338972480882,390.5790161945303,383.7700572984611,386.37481689453125,19065447,3728.6414957560305,3778.1110105154908,3690.519582126367,3754.337646484375,3394637,1403.3302528566012,1408.1318024819914,1382.0997240670574,1399.7054443359375,11186915
2024-04-05,386.1463241399223,394.55472252991405,383.81572695487466,390.7618103027344,16768902,3730.610939757806,3753.1183964079287,3714.199252617092,3731.783203125,1636819,1393.4446504316754,1399.7054325276108,1389.678711160811,1392.5501708984375,5072482
2024-04-08,391.4472482618613,394.28051978119635,390.94457385997055,392.17840576171875,8844633,3735.3000761758317,3781.8622865716975,3713.7304297404708,3725.5,2302538,1396.2220500141934,1403.706808694374,1387.8428117589144,1390.2906494140625,6610887
2024-04-09,393.4123028017299,394.3719434877883,388.9339120129943,389.6650695800781,6967273,3736.2381554944186,3766.107520484254,3680.9542556869656,3701.1171875,1876992,1402.8124833871761,1425.2198696967855,1400.2705201600338,1407.378662109375,9423230
2024-04-10,391.44724267718294,400.1298320033252,389.1166455929887,399.35296630859375,14547618,3710.3540167302876,3742.0520629416483,3674.342178842318,3736.84716796875,2101965,1412.5567483925915,1421.5008543199363,1397.6813569645744,1418.62939453125,6744595
2024-04-12,397.570767195204,398.25624547173635,391.44725781121747,393.0923767089844,18785009,3724.0463102085732,3763.76268515537,3700.1321372268762,3752.5556640625,4354821,1415.993212241118,1418.6294157880386,1392.926833451286,1397.86962890625,12275616
2024-04-15,391.1730638575208,392.22412088579836,386.5118985063276,389.2537536621094,9083087,3752.555521752734,3811.450077595125,3675.326950485817,3696.099365234375,4200329,1393.397662027,1404.6483606920185,1375.5565690145563,1382.2410888671875,8531224
