,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2026-01-01,394.4336191525785,394.4336191525785,355.2547160290497,356.381103515625,282626710,1615.4000244140625,1639.5999755859375,1614.0999755859375,1629.800048828125,3658165,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4179311
2026-01-02,352.6101130575833,352.6101130575833,338.1628931475851,342.8643493652344,118790358,1635.9000244140625,1643.5,1627.5,1640.4000244140625,2524526,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8226205
2026-01-05,343.0113122216596,346.68433442609853,338.9464770691755,342.5215759277344,48358124,1637.0,1637.0,1583.0999755859375,1606.4000244140625,5917885,1354.199951171875,1375.5,1352.5999755859375,1371.5,6920565
2026-01-06,343.06028462397126,343.50105925874186,330.816876892923,335.42041015625,72582738,1600.0999755859375,1619.9000244140625,1599.0,1612.199951171875,4466729,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416
2026-01-07,335.9591026893029,337.4772732668689,332.33504210325714,334.2450256347656,29440734,1615.0,1642.0,1615.0,1639.0,4508079,1408.0,1429.9000244140625,1404.199951171875,1427.699951171875,15813795
2026-01-08,334.48988067886347,338.06494956001615,332.09016094008854,333.9021911621094,36706319,1638.9000244140625,1644.300048828125,1608.5999755859375,1613.300048828125,3942131,1429.0,1442.199951171875,1423.300048828125,1435.0,14861699
2026-01-09,333.9022093273418,334.0001625673181,329.20075271979715,330.22918701171875,35193201,1610.0,1631.300048828125,1607.0,1614.0999755859375,6816681,1427.0999755859375,1429.5,1401.5,1404.300048828125,12555636
2026-01-12,331.306606816801,332.5309475663088,328.9068869913131,331.4535217285156,16156143,1610.0999755859375,1613.300048828125,1592.5999755859375,1595.9000244140625,6985362,1399.9000244140625,1424.300048828125,1391.699951171875,1413.0999755859375,10923811
2026-01-13,332.0412186059658,332.5309549165941,326.8500256697591,327.8294982910156,24922339,1618.0,1618.0,1586.4000244140625,1599.0,8080618,1420.0,1441.800048828125,1411.0999755859375,1437.0,14295581
2026-01-14,329.1027892200336,329.1027892200336,326.6051460797269,327.8784484863281,14913422,1588.0,1617.0,1583.0999755859375,1599.800048828125,7557157,1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,13832255
2026-01-15,327.8784484863281,327.8784484863281,327.8784484863281,327.8784484863281,0,1599.800048828125,1599.800048828125,1599.800048828125,1599.800048828125,0,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0
2026-01-16,330.5719932075216,330.5719932075216,321.805701727492,322.4423828125,30526898,1663.699951171875,1694.0,1653.4000244140625,1689.800048828125,19335957,1417.9000244140625,1429.0,1400.199951171875,1410.800048828125,12530886
2026-01-19,323.22593594715954,327.7804772481891,320.58134815114005,326.3602600097656,15507440,1685.0,1685.0,1666.5,1681.199951171875,5104958,1399.9000244140625,1400.0,1360.0,1380.5999755859375,23302883
2026-01-20,327.1928108616433,327.6335854891576,318.81833206792464,319.6018981933594,18771011,1673.0,1680.199951171875,1652.9000244140625,1658.9000244140625,6406503,1374.699951171875,1387.800048828125,1371.5,1375.800048828125,15012785
2026-01-21,319.3080504008492,322.54029785029536,317.6919266761261,318.0837097167969,14177965,1651.0,1657.0,1631.199951171875,1654.4000244140625,6224582,1367.5,1371.5,1339.5,1349.0,21766068
2026-01-22,319.4060118581559,321.9526465247838,314.4596574325432,318.1816711425781,18622852,1666.0,1671.199951171875,1653.800048828125,1663.5,6228892,1355.0999755859375,1358.0,1338.0,1345.5,17179765
2026-01-23,318.86727355776696,319.69983119529894,316.0758007306446,316.76141357421875,11950089,1667.199951171875,1675.699951171875,1662.199951171875,1670.800048828125,5869137,1340.5,1355.199951171875,1335.699951171875,1343.4000244140625,14056524
2026-01-27,316.95731824004827,318.034744006556,311.32535116493864,312.1089172363281,47847784,1685.800048828125,1689.4000244140625,1661.0999755859375,1682.699951171875,10673087,1340.0,1369.0999755859375,1328.5999755859375,1361.4000244140625,25263634
2026-01-28,313.38226801086364,317.0552902337236,312.7945784769798,314.5576171875,28400238,1680.0,1688.800048828125,1650.0,1666.5,8588664,1362.5999755859375,1380.4000244140625,1362.5999755859375,1367.699951171875,13242696
2026-01-29,315.97785732428986,315.97785732428986,311.52123919238704,312.0599670410156,17719420,1658.0,1666.5,1642.0999755859375,1659.5,4749582,1359.0,1387.699951171875,1354.4000244140625,1383.5999755859375,23118234
2026-01-30,312.25583980702623,318.4754965339916,309.95410320661756,315.5370788574219,41975824,1655.0,1655.0,1618.0999755859375,1641.0,9207926,1368.199951171875,1381.9000244140625,1353.199951171875,1355.0,24013717
2026-02-02,303.09778990932085,308.92563359629287,295.8007075190383,308.2400207519531,35227572,1662.0,1662.0,1618.0,1629.4000244140625,6784887,1329.9000244140625,1354.4000244140625,1329.0999755859375,1352.800048828125,12800245
2026-02-03,314.60661217674976,318.08372796245794,305.2036692056378,310.1499938964844,33168353,1727.199951171875,1728.0,1653.0,1656.0,8805868,1412.0,1417.0,1373.4000244140625,1389.699951171875,24896698
2026-02-04,312.5,314.95001220703125,311.3500061035156,313.8500061035156,11196759,1574.0,1584.9000244140625,1510.0999755859375,1535.800048828125,28828622,1387.0,1414.0,1386.9000244140625,1408.4000244140625,11080683
2026-02-05,313.95001220703125,315.3500061035156,309.29998779296875,310.20001220703125,15816704,1534.0,1551.0,1515.699951171875,1520.199951171875,10628127,1414.0,1414.0,1393.199951171875,1396.5,8982761
2026-02-06,310.0,327.70001220703125,308.29998779296875,325.79998779296875,68057745,1522.0999755859375,1525.0,1480.0,1507.0999755859375,13900866,1396.699951171875,1410.5,1394.699951171875,1406.0999755859375,10851190
